교과목 이름,학년,이수구분,설강학과,선수강 과목,연결과목,교과목개요
CORE기초물리학,,교양선택,ERICA 대학,,,"물리학의 주요 관심 주제 중 하나는 공간에서의 물체의 운동을 이해하는 것이다. 물체가 얼마나 빨리
움직이는지, 이 운동의 원인은 무엇인지 이해하는 것은 물리학의 모든 분야에서 쓰일 중요한 밑거름이 된다. 공학과 자연 과학을 전공할 1학년생이 수강하게 될 일반물리학1의 토대가 되는 본 과목을 통해 물체의 운동학과 동역학의 기본을 학습한다. 운동을 기술하는 기본 물리량인 위치, 속도, 가속도의 개념을 배우고, 그 내용을 이해하기 위해 필요한 수학으로 미분과 적분, 삼각함수, 벡터 등도 함께 학습한다. "
CORE기초미적분,,교양선택,ERICA 대학,,," 이 교과는 학생들이 미분적분학1을 수강할 때 필요한 수학적 개념과 기술을 제공한다. 수업의 내용은 평균 변화율, 미분, 도함수, 이계도함수, 곡선의 접선, 극댓값과 극솟값, 지수함수, 로그함수, 사인함수, 코사인함수, 부정적분, 정적분, 치환적분법, 부분적분법, 미분에서의 평균값 정리, 적분에서의 평균값 정리 등으로 구성되어 있다. "
CORE기초통계,,교양선택,ERICA 대학,,,"본 과목에서는 고등학교 과정 ""확률과 통계""의 핵심 개념과 탐구 기능, 문제 해결 방법 등을 다룬다. 수업의 내용은 ""순열과 조합"", ""확률"", ""통계적 추정""의 3개 핵심 개념으로 구성되어 있다. 본 강의에서 학습한 통계의 지식과 기능은 대학교 교육과정을 이수하기 위한 토대가 되고 자연 과학, 공학, 의학뿐만 아니라 경영학, 경제학을 포함한 사회 과학, 인문학 등 다양한 분야를 학습하는 데 기초가 된다. 나아가 본 강의를 통해 수강생들이 창의적 역량을 갖춘 융복합 인재로 성장할 수 있을 것으로 기대된다."
CORE기초파이썬,,교양선택,ERICA 대학,,,"본 교과목에서는 누구나 쉽게 배울 수 있는 파이썬 기초 핵심 문법을 학습한다. 학습한 문법 중심으로 실제 프로그램
에서 어떻게 활용되는지 응용 프로그램을 완성해 나간다. 이로 인해 학습한 문법을 자연스럽게 복습하게 될 것이며,
기초 문법을 익혀 나갈 수 있다.
 [통합 개요] 본 교과목에서는 누구나 쉽게 배울 수 있는 파이썬 기초 핵심 문법을 학습한다. 학습한 문법 중심으로 실제 프로그램에서 어떻게 활용되는지 응용 프로그램을 완성해 나간다. 이로 인해 학습한 문법을 자연스럽게 복습하게 될 것이며, 기초 문법을 익혀 나갈 수 있다."
CORE기초화학,,교양선택,ERICA 대학,,,이공계 대학 신입생들이 고등학교 과정에서 배웠어야 할 기본 적인 화학 내용을 점검하고 부족한 부분을 온라인 강의를 통해 보충함으로써 정규 학기에 진행되는 일반화학1 및 일반화학2 강의의 기초를 확립하기 위한 교과목이다.
C언어프로그래밍,2.0,전공핵심,건축공학전공,,,C언어는 마이크로프로세서나 하드웨어 인터페이스 제어 등의 프로그램이 가능한 어셈블리언어수준의 low level 프로그래밍이 가능하다. C언어를 다양한 실습에 의해 학습하고 하드웨어인터페이스에 응용할 수 있도록 함에 그 목적이 있다.
ERICA창의나눔프로젝트,,교양선택,ERICA 대학,,,"[우리가 직접  만드는 자원봉사, 우리가 꿈꾸는 공동체]
본 수업은  자원봉사의 새로운 패러다임을 고민하고 기획하는 이론-실습 결합형 수업이다. 일반(이론) 강의는 팀 프로젝트 활동에 필요한 기초적인 지식제공과 태도형성을 위한 수업으로 담당교수는 물론 지역 활동가 등 교내외 전문가들이 참여한다.
팀 프로젝트(실습)는 지역사회와 지역 내 사회봉사단체가 안고 있는 다양한 문제점을 발굴, 그 해결방안 또는 대안을 제시하는 협동학습으로 약 5인 규모의 팀으로 구성된다.
프로젝트 결과물은 지역사회와 유관 단체에 제공되거나, 사회봉사단의 협조와 지원을 받는 봉사프로그램으로 채택되 어 실천으로 이어진다.
본 수업 참여학생은 본교 사회봉사단이 지정하는 자원봉사 장학 프로그램에 우선 선발 기회를 갖는다.
"
ESG와SDGs이해,1.0,교양필수,ICT융합학부,,,"본 과목을 통해 학생들은 SDGs, ESG에 대한 이해를 제고함과 동시에, 사회문제 해결형 팀프로젝트 수행을 통해 한양대의 건학이념인 ‘사랑의 실천자’이자 체인지메이커로서 갖추어야 할 기본역량을 배양한다. 이를 통해 학생들은 21세기를 주도해 나갈 글로벌 리더에게 필요한 마인드셋(mind-set)과 스킬셋(skill-set) 즉 공감능력(empathy), 시스템 사고(systemic thinking), 분석적 사고(analyitical thinking), 상호문화 감수성(intercultural sensitivity), 문제해결능력(problem-solving), 팀워크(teamwork), 소통능력(communication) 등을 함양한다."
GPT로만든미래이야기,,교양선택,ERICA 대학,,,"""GPT로 만든 미래 이야기""는 GPT 인공 지능 언어 모델의 창의적인 활용을 통해 2050년의 미래를 탐색하는 독특한 수업이다. 본 수업은 학생들이 GPT를 통해 10년 후 미래의 이야기를 창작하며 미래의 희망과 비전을 다지기 위한 수업이다. 수업은 2인 1팀으로 창작활동이 진행되며, IC-PBL을 통해 학생들이 창작한 이야기를 출판하는 경험도 포함된다.

""GPT로 만든 미래 이야기""는 학생들이 미래 세계를 생생하게 상상하고, 그 상상력을 통해 자신들의 잠재력과 창의성을 최대한 발휘하는 여정이다. 본 수업을 통해 학생들은 미래에 대한 통찰력을 개발하고, 기술의 발전이 사회와 인간의 삶에 미치는 영향에 대해 깊이 이해할 수 있다. [통합 개요] ""GPT로 만든 미래 이야기""는 GPT 인공 지능 언어 모델의 창의적인 활용을 통해 2050년의 미래를 탐색하는 수업이다. 본 수업은 학생들이 GPT를 통해 10년 후 미래의 이야기를 창작하며 미래의 희망과 비전을 다지기 위한 수업이다. IC-PBL을 통해 학생들이 창작한 이야기를 출판하는 경험도 진행된다.
""GPT로 만든 미래 이야기""는 학생들이 미래 세계를 생생하게 상상하고, 그 상상력을 통해 자신들의 잠재력과 창의성을 최대한 발휘하는 여정이다. 본 수업을 통해 학생들은 미래에 대한 통찰력을 개발하고, 기술의 발전이 사회와 인간의 삶에 미치는 영향에 대해 깊이 이해할 수 있다."
HCI연구실심화실습1,3.0,전공심화,디자인테크놀로지전공,,,"대학원 HCI학과에 관심이 있는 학생들을 대상으로, Interaction & Experience Lab에서 수행하는 연구를 실습하는 수업입니다. [통합 개요] 본 과목은 대학원 진학을 희망하는 3학년 학생들을 대상으로 합니다. 주된 목표는 학생들이 연구 활동을 통해 대학원 생활을 사전에 체험함으로써 개인의 연구 역량을 강화시키는 것에 있습니다. [통합 개요] 융합기술혁신이라는 주제를 중심으로 한 HCI, 게임 & 엡 컨텐츠, 헬스케어, UI/UX,
융합교육컨텐츠, IOT컨텐츠, 이노베이션제품 & 운송기기컨텐츠,  공연기획 & 
무대장치컨텐츠, 테마파크 & 엔터테인먼트 컨텐츠 및 공간기획 등을 팀작업 프로젝트를 진행함 관련 기업들과의 네트웍을 연결하여 현장학습을 병행하여 관련주제별 현장 전문가
맨토 인프라를 도입하여 적극 활용 함.
"
HCI연구실심화실습2,3.0,전공심화,디자인테크놀로지전공,,,"본 수업은 학생이 주도하여 직접 HCI 분야의 주제를 선정한다. 해당 주제 해결을 위한 연구를 계획, 데이터 수집, 분석, 해석하는 과정을 거쳐 최종 결론을 내리는 것을 목표로 한다."
HCI연구실심화실습3,4.0,전공심화,디자인테크놀로지전공,,,"융합기술혁신이라는 주제를 중심으로 한 HCI, 게임 & 엡 컨텐츠, 헬스케어, UI/UX,
융합교육컨텐츠, IOT컨텐츠, 이노베이션제품 & 운송기기컨텐츠,  공연기획 & 
무대장치컨텐츠, 테마파크 & 엔터테인먼트 컨텐츠 및 공간기획 등을 팀작업 프로젝트를 진행함 관련 기업들과의 네트웍을 연결하여 현장학습을 병행하여 관련주제별 현장 전문가 맨토 인프라를 도입하여 적극 활용 함.
 [통합 개요] 대학원 진학을 계획하고 있는 학부생들을 대상으로 대학원 연구주제 및 관련 기초 학습과제들을 학부 과정에서 선행 학습하는 교과목"
HSK실습,3.0,전공심화,중국학과,,,"중국어의 능력을 평가하고 검증하는 것이 사회적으로 필요하며, 중국어를 경쟁능력으로 삼고자 하는 학생들에게 hsk 고급 성적은 반드시 요구되며, 高得點을 취득해야 하는 것이 당연시되는 것이 현실이다. 따라서 중국어 능력 평가시험의 영역을 주요골격으로 하여 학습자들의 중국어 실력을 향상시킬수 있도록 설계되었다.
"
IC-PBL과경력개발,1.0,전공핵심,소재·부품융합전공,,," ◦ 계약학과 학생들의 경력개발 경쟁력을 향상 시키고 효과적인 사회진출을 지원하는 수업
 ◦ 기업이 함께 참여하는 PBL 활동과 진로상담 등을 포함하며, 
   장기적으로 구인-구직 매칭 프로그램과의 유기적인 연계를 통해 학생-기업 간 상호만족도를 증진시키는 산업수요 맞춤형 진로교육 교과목 "
IC-PBL과비전설계,1.0,교양필수,ICT융합학부,,,"「IC-PBL과 비전설계」는 대학 신입생들이 대학생활에의 적응과 전공에 대한 이해를 바탕으로 스스로의 진로 비전을 설계하는 것을 목표로 자기 주도적 학습과 진로개발을 경험할 수 있도록 지원하는 수업입니다. 수업을 통해 학생들은 대학생활과 진로개발에서의 능동적 역할의 중요성을 깨닫고 공동체 생활에 필요한 역량을 함양할 수 있습니다.

또한 전공교수님과 소그룹(10명 내외)의 긴밀한 소통과 전공 선배들과의 멘토링을 기반으로 전공에 대한 이해를 높일 수 있고, 전공 분야의 장래 직업현장을 직간접적으로 체험하여 사회가 요구하는 역량을 파악하고 진로-학습의 비전을 설계할 수 있습니다.   [통합 개요] 본 교과목은 1학년 공통 기초 필수 교과목으로서 신입생이 대학 생활에의 적응과 전공에 대한 이해를 바탕으로 진로 비전을 설계할 수 있도록 하는 것을 목표로 한다. 신입생은 전공 교수, 학습자 소그룹(10명 내외) 등과의 긴밀한 소통을 통해 전공에 대한 이해를 높일 수 있고, 전공 분야의 현장에서 요구되는 역량을 갖추기 위한 학습-진로의 비전을 설계할 수 있다. 또한 대학 생활에의 적응과 전공의 이해를 위한 기초 강의 그리고 학습자 중심의 교수-학습 방법인 IC-PBL(Industry-Coupled Problem Based Learning) 등을 바탕으로 협동 학습에 필요한 역량, 문제 해결 능력 등을 함양하고 사회적 스킬을 배워 나갈 수 있다.  [통합 개요] 「IC-PBL과 비전설계」는 대학 신입생들이 대학생활에의 적응과 전공에 대한 이해를 바탕으로 스스로의 진로 비전을 설계하는 것을 목표로 자기 주도적 학습과 진로개발을 경험할 수 있도록 지원하는 수업입니다. 수업을 통해 학생들은 대학생활과 진로개발에서의 능동적 역할의 중요성을 깨닫고 공동체 생활에 필요한 역량을 함양할 수 있습니다.

또한 전공교수님과 소그룹(10명 내외)의 긴밀한 소통과 전공 선배들과의 멘토링을 기반으로 전공에 대한 이해를 높일 수 있고, 전공 분야의 장래 직업현장을 직간접적으로 체험하여 사회가 요구하는 역량을 파악하고 진로-학습의 비전을 설계할 수 있습니다 [통합 개요] 본 교과목은 1학년 공통 기초 필수 교과목으로서 신입생이 대학 생활에의 적응과 전공에 대한 이해를 바탕으로 진로 비전을 설계할 수 있도록 하는 것을 목표로 한다. 신입생은 전공 교수, 학습자 소그룹(10명 내외) 등과의 긴밀한 소통을 통해 전공에 대한 이해를 높일 수 있고, 전공 분야의 현장에서 요구되는 역량을 갖추기 위한 학습-진로의 비전을 설계할 수 있다. 또한 대학 생활에의 적응과 전공의 이해를 위한 기초 강의 그리고 학습자 중심의 교수-학습 방법인 PBL(Problem Based Learning) 등을 바탕으로 협동 학습에 필요한 역량, 문제 해결 능력 등을 함양하고 사회적 스킬을 배워 나갈 수 있다. [통합 개요] 본 교과목은 1학년 공통 기초 필수 교과목으로서 신입생이 대학 생활에의 적응과 전공에 대한 이해를 바탕으로 진로 비전을 설계할 수 있도록 하는 것을 목표로 한다. 신입생은 전공 교수, 학습자 소그룹(10명 내외) 등과의 긴밀한 소통을 통해 전공에 대한 이해를 높일 수 있고, 전공 분야의 현장에서 요구되는 역량을 갖추기 위한 학습-진로의 비전을 설계할 수 있다. 또한 대학 생활에의 적응과 전공의 이해를 위한 기초 강의 그리고 학습자 중심의 교수-학습 방법인 IC-PBL(Industry-Coupled Problem Based Learning) 등을 바탕으로 협동 학습에 필요한 역량, 문제 해결 능력 등을 함양하고 사회적 스킬을 배워 나갈 수 있다.   [통합 개요] 「IC-PBL과 비전설계」는 대학 신입생들이 대학생활에의 적응과 전공에 대한 이해를 바탕으로 스스로의진로 비전을 설계하는 것을 목표로 자기 주도적 학습과 진로개발을 경험할 수 있도록 지원하는 수업입니다. 수업을 통해 학생들은 대학생활과 진로개발에서의 능동적 역할의 중요성을 깨닫고 공동체 생활에 필요한 역량을 함양할 수 있습니다.
또한 전공교수님과 소그룹(10명 내외)의 긴밀한 소통과 전공 선배들과의 멘토링을 기반으로 전공에 대한 이해를 높일 수 있고, 전공 분야의 장래 직업현장을 직간접적으로 체험하여 사회가 요구하는 역량을 파악하고 진로-학습의 비전을 설계할 수 있습니다. [통합 개요] 이 과목은 신입생의 자기이해와 교수-학생간 소통을 통한 원활한 대학생활 적응과 비전설계를 위하여 개설된 1학년 1학기 공통기초필수 교과목으로, 주차별 주제 활동을 수행함 [통합 개요] 「IC-PBL과 비전설계」는 대학 신입생들이 대학생활에의 적응과 전공에 대한 이해를 바탕으로 스스로의 진로 비전을 설계하는 것을 목표로 자기 주도적 학습과 진로개발을 경험할 수 있도록 지원하는 수업입니다. 수업을 통해 학생들은 대학생활과 진로개발에서의 능동적 역할의 중요성을 깨닫고 공동체 생활에 필요한 역량을 함양할 수 있습니다.

또한 전공교수님과 소그룹(10명 내외)의 긴밀한 소통과 전공 선배들과의 멘토링을 기반으로 전공에 대한 이해를 높일 수 있고, 전공 분야의 장래 직업현장을 직간접적으로 체험하여 사회가 요구하는 역량을 파악하고 진로-학습의 비전을 설계할 수 있습니다. [통합 개요] 「IC-PBL과 비전설계」는 대학 신입생들이 대학생활에의 적응과 전공에 대한 이해를 바탕으로 스스로의 진로 비전을 설계하는 것을 목표로 자기 주도적 학습과 진로개발을 경험할 수 있도록 지원하는 수업입니다. 수업을 통해 학생들은 대학생활과 진로개발에서의 능동적 역할의 중요성을 깨닫고 공동체 생활에 필요한 역량을 함양할 수 있습니다. 
  또한 전공교수님과 소그룹(10명 내외)의 긴밀한 소통과 전공 선배들과의 멘토링을 기반으로 전공에 대한 이해를 높일 수 있고, 전공 분야의 장래 직업현장을 직간접적으로 체험하여 사회가 요구하는 역량을 파악하고 진로-학습의 비전을 설계할 수 있습니다. [통합 개요] 「IC-PBL과 비전설계」는 대학 신입생들이 대학생활에의 적응과 전공에 대한 이해를 바탕으로 스스로의 진로 비전을 설계하는 것을 목표로 자기 주도적 학습과 진로개발을 경험할 수 있도록 지원하는 수업입니다. 수업을 통해 학생들은 대학생활과 진로개발에서의 능동적 역할의 중요성을 깨닫고 공동체 생활에 필요
한 역량을 함양할 수 있습니다.

또한 전공교수님과 소그룹(10명 내외)의 긴밀한 소통과 전공 선배들과의 멘토링을 기반으로 전공에 대 한 이해를 높일 수 있고, 전공 분야의 장래 직업현장을 직간접적으로 체험하여 사회가 요구하는 역량을 파악하고 진로-학습의 비전을 설계할 수 있습니다. [통합 개요] 교통물류공학 전공과 관련하여 학생들의 이해를 돕고, 전반적인 학교 및 학과 생활, 그리고 미래설계 등에 대해 토의한다 [통합 개요] 「IC-PBL과 비전설계」는 대학 신입생들이 대학생활에의 적응과 전공에 대한 이해를 바탕으로 스스로의 진로 비전을 설계하는 것을 목표로 자기 주도적 학습과 진로개발을 경험할 수 있도록 지원하는 수업입니다. 수업을 통해 학생들은 대학생활과 진로개발에서의 능동적 역할의 중요성을 깨닫고 공동체 생활에 필요한 역량을 함양할 수 있습니다.
 또한 전공교수님과 소그룹(10명 내외)의 긴밀한 소통과 전공 선배들과의 멘토링을 기반으로 전공에 대한 이해를 높일 수 있고, 전공 분야의 장래 직업현장을 직간접적으로 체험하여 사회가 요구하는 역량을 파악하고 진로-학습의 비전을 설계할 수 있습니다. [통합 개요] 본 교과목은 1학년 공통 기초 필수 교과목으로서 신입생이 대학 생활에의 적응과 전공에 대한 이해를 바탕으로 진로 비전을 설계할 수 있도록 하는 것을 목표로 한다.  「IC-PBL과 비전설계」는 대학 신입생들이 대학생활에의 적응과 전공에 대한 이해를 바탕으로 스스로의 진로 비전을 설계하는 것을 목표로 자기 주도적 학습과 진로개발을 경험할 수 있도록 지원하는 수업입니다. 수업을 통해 학생들은 대학생활과 진로개발에서의 능동적 역할의 중요성을 깨닫고 공동체 생활에 필요한 역량을 함양할 수 있습니다. 
  또한 전공교수님과 소그룹(10명 내외)의 긴밀한 소통과 전공 선배들과의 멘토링을 기반으로 전공에 대한 이해를 높일 수 있고, 전공 분야의 장래 직업현장을 직간접적으로 체험하여 사회가 요구하는 역량을 파악하고 진로-학습의 비전을 설계할 수 있습니다.		
 [통합 개요] 「IC-PBL과 비전설계」는 대학 신입생들이 대학생활에의 적응과 전공에 대한 이해를 바탕으로 스스로의 진로 비전을 설계하는 것을 목표로 자기 주도적 학습과 진로개발을 경험할 수 있도록 지원하는 수업입니다. 수업을 통해 학생들은 대학생활과 진로개발에서의 능동적 역할의 중요성을 깨닫고 공동체 생활에 필요한 역량을 함양할 수 있습니다.
또한 전공교수님과 소그룹(10명 내외)의 긴밀한 소통과 전공 선배들과의 멘토링을 기반으로 전공에 대한 이해를 높일 수 있고, 전공 분야의 장래 직업현장을 직간접적으로 체험하여 사회가 요구하는 역량을 파악하고 진로-학습의 비전을 설계할 수 있습니다.

학기 초 첫 만남 이후, 먼저 각 학생들이 자기 자신의 장점과 단점, 관심사를 개발하고 진로를 탐색하기 위한 대화와 지도교수와의 개별상담이 있습니다.
이후 주차별 온라인 강의를 학습합니다.
또한 7주, 12~13주에 진행되는 대면수업(사제동행) 시간에는 담당교수와 함께 한국사회에서 빠르게 전개되고 있는 다종족적 사회 공동체 형성을 알아보고, 어떤 영역의 전문가들에 대한 수요가 급증하고 있는지를 알아봅니다. 
  이와 관련하여 서울의 러시아/고려인 거리와 중국인 거리/ 공동체구역을 현장 방문하여 현황을 경험하고 토론함으로써 미래 한국사회에서 절실히 필요한 활동영역을 발견하고 준비하는 경험을 할 예정입니다.

  그외에 일반적인 대학생활 안내와 적응을 돕는 주차별 인터넷 강의들도 빠집없이 수강하시기 바랍니다(출석체크 및 성적관리 유의).   [통합 개요] 대학 신입생들이 대학 생활에 적응과 전공에 대한 이해를 바탕으로 신입생들이 진로 비전을
설계하는 것을 목표로 PBL로 접근하여 자기주도적 학습을경험할 수 있도록 지원하고자 한다. [통합 개요] 「IC-PBL과 비전설계」는 대학 신입생들이 대학생활에의 적응과 전공에 대한 이해를 바탕으로 스스로의
진로 비전을 설계하는 것을 목표로 자기 주도적 학습과 진로개발을 경험할 수 있도록 지원하는 수업입니
다. 수업을 통해 학생들은 대학생활과 진로개발에서의 능동적 역할의 중요성을 깨닫고 공동체 생활에 필요
한 역량을 함양할 수 있습니다.
또한 전공교수님과 소그룹(10명 내외)의 긴밀한 소통과 전공 선배들과의 멘토링을 기반으로 전공에 대
한 이해를 높일 수 있고, 전공 분야의 장래 직업현장을 직간접적으로 체험하여 사회가 요구하는 역량을
파악하고 진로-학습의 비전을 설계할 수 있습니다. [통합 개요] ########## 수업형태는 상황에 따라 유동적으로 바뀔 수 있습니다. ##########
1. 이 수업은 바이오신약융합학부 신입생을 대상으로 하는 수업입니다.
2. 학생들이 대학 생활에 적응하고 진로 설계의 방향성을 찾도록 돕는데 그 목적이 있습니다. [통합 개요] 「IC-PBL과 비전설계」는 대학 신입생들이 대학생활에의 적응과 전공에 대한 이해를 바탕으로 스스로의 진로 비전을 설계하는 것을 목표로 자기 주도적 학습과 진로개발을 경험할 수 있도록 지원하는 수업입니다. 수업을 통해 학생들은 대학생활과 진로개발에서의 능동적 역할의 중요성을 깨닫고 공동체 생활에 필요한 역량을 함양할 수 있습니다. 또한 전공교수님과 소그룹(10명 내외)의 긴밀한 소통과 전공 선배들과의 멘토링을 기반으로 전공에 대한 이해를  높일  수 있고, 전공  분야의  장래  직업현장을  직간접적으로  체험하여  사회가  요구하는  역량을 파악하고 진로-학습의 비전을 설계할 수 있습니다. [통합 개요] 「IC-PBL과 비전설계」는 대학 신입생들이 대학생활에의 적응과 전공에 대한 이해를 바탕으로 스스로의 진로 비전을 설계하는 것을 목표로 자기 주도적 학습과 진로개발을 경험할 수 있도록 지원하는 수업입니다. 수업을 통해 학생들은 대학생활과 진로개발에서의 능동적 역할의 중요성을 깨닫고 공동체 생활에 필요한 역량을 함양할 수 있습니다.

또한 전공교수님과 소그룹(10명 내외)의 긴밀한 소통과 전공 선배들과의 멘토링을 기반으로 전공에 대한 이해를  높일  수 있고, 전공  분야의  장래  직업현장을  직간접적으로  체험하여  사회가  요구하는  역량을 파악하고 진로-학습의 비전을 설계할 수 있습니다 [통합 개요] 「IC-PBL과 비전설계」는 대학 신입생들이 대학생활에의 적응과 전공에 대한 이해를 바탕으로 스스로의 진로 비전을 설계하는 것을 목표로 자기 주도적 학습과 진로개발을 경험할 수 있도록 지원하는 수업입니다. 수업을 통해 학생들은 대학생활과 진로개발에서의 능동적 역할의 중요성을 깨닫고 공동체 생활에 필요한 역량을 함양할 수 있습니다. 또한 전공교수님과 소그룹(10명 내외)의 긴밀한 소통과 전공 선배들과의 멘토링을 기반으로 전공에 대한 이해를  높일  수 있고, 전공  분야의  장래  직업현장을  직간접적으로  체험하여  사회가  요구하는  역량을 파악하고 진로-학습의 비전을 설계할 수 있습니다 [통합 개요] ########## 수업형태는 상황에 따라 유동적으로 바뀔 수 있습니다. ##########
1. 이 수업은 생명나노공학과 학부 신입생을 대상으로 하는 수업입니다.
2. 학생들이 대학 생활에 적응하고 진로 설계의 방향성을 찾도록 돕는데 그 목적이 있습니다. [통합 개요] 본 교과목은 1학년 공통 기초 필수 교과목으로서 신입생이 대학 생활에의 적응과 전공에 대한 이해를 바탕으로 진로 비전을 설계할 수 있도록 하는 것을 목표로 한다. 신입생은 전공 교수, 학습자 소그룹(10명 내외) 등과의 긴밀한 소통을 통해 전공에 대한 이해를 높일 수 있고, 전공 분야의 현장에서 요구되는 역량을 갖추기 위한 학습-진로의 비전을 설계할 수 있다. 또한 대학 생활에의 적응과 전공의 이해를 위한 기초 강의 그리고 학습자 중심의 교수-학습 방법인 PBL(Problem Based Learning) 등을 바탕으로 협동 학습에 필요한 역량, 문제 해결 능력 등을 함양하고 사회적 스킬을 배워 나갈 수 있다.   [통합 개요] 「IC-PBL과 비전설계」는 대학 신입생들이 대학생활에의 적응과 전공에 대한 이해를 바탕으로 스스로의 진로 비전을 설계하는 것을 목표로 자기 주도적 학습과 진로개발을 경험할 수 있도록 지원하는 수업입니다. 수업을 통해 학생들은 대학생활과 진로개발에서의 능동적 역할의 중요성을 깨닫고 공동체 생활에 필요한 역량을 함양할 수 있습니다.
또한 전공교수님과 소그룹(10명 내외)의 긴밀한 소통과 전공 선배들과의 멘토링을 기반으로 전공에 대한 이해를 높일 수 있고, 전공 분야의 장래 직업현장을 직간접적으로 체험하여 사회가 요구하는 역량을 파악하고 진로-학습의 비전을 설계할 수 있습니다. [통합 개요] 「IC-PBL과 비전설계」는 대학 신입생들이 대학생활에의 적응과 전공에 대한 이해를 바탕으로 스스로의
진로 비전을 설계하는 것을 목표로 자기 주도적 학습과 진로개발을 경험할 수 있도록 지원하는 수업입니다. 수업을 통해 학생들은 대학생활과 진로개발에서의 능동적 역할의 중요성을 깨닫고 공동체 생활에 필요한 역량을 함양할 수 있습니다.
 또한 전공교수님과 소그룹(10명 내외)의 긴밀한 소통과 전공 선배들과의 멘토링을 기반으로 전공에 대한 이해를 높일 수 있고, 전공 분야의 장래 직업현장을 직간접적으로 체험하여 사회가 요구하는 역량을
파악하고 진로-학습의 비전을 설계할 수 있습니다. [통합 개요] 「IC-PBL과 비전설계」는 대학 신입생들이 대학생활에의 적응과 전공에 대한 이해를 바탕으로 스스로의 진로 비전을 설계하는 것을 목표로 자기 주도적 학습과 진로개발을 경험할 수 있도록 지원하는 수업입니다. 수업을 통해 학생들은 대학생활과 진로개발에서의 능동적 역할의 중요성을 깨닫고 공동체 생활에 필요한 역량을 함양할 수 있습니다. 

또한 전공교수님과 소그룹(10명 내외)의 긴밀한 소통과 전공 선배들과의 멘토링을 기반으로 전공에 대한 이해를 높일 수 있고, 전공 분야의 장래 직업현장을 직간접적으로 체험하여 사회가 요구하는 역량을 파악하고 진로-학습의 비전을 설계할 수 있습니다. [통합 개요] 「IC-PBL과 비전설계」는 대학 신입생들이 대학생활에의 적응과 전공에 대한 이해를 바탕으로 스스로의 진로 비전을 설계하는 것을 목표로 자기 주도적 학습과 진로개발을 경험할 수 있도록 지원하는 수업입니다. 수업을 통해 학생들은 대학생활과 진로개발에서의 능동적 역할의 중요성을 깨닫고 공동체 생활에 필요한 역량을 함양할 수 있습니다.
또한 전공교수님과 소그룹(10명 내외)의 긴밀한 소통과 전공 선배들과의 멘토링을 기반으로 전공에 대한 이해를 높일 수 있고, 전공 분야의 장래 직업현장을 직간접적으로 체험하여 사회가 요구하는 역량을 파악하고 진로-학습의 비전을 설계할 수 있습니다. [통합 개요] 전공과 관련하여 학생들의 이해를 돕고, 전반적인 학교 및 학과 생활, 그리고 미래설계 등에 대해 토의합니다. [통합 개요] 이 과목은 비교과 과목으로서, 지도교수와 신입생을 하나의 팀으로 구성, 신입생의 대학 적응과 진로 설계를 안내 확인, 상담하는 프로그램이다.
수업은 대략 
1. 온라인 강의 
2. 교수와의 대면강의(사제동행 3~4회)  
3. 팀별 자율과제 활동으로 구성된다  [통합 개요] 대학 신입생으로서 대학생활에서의 구체적인 학업 목표를 설정하고 이를 달성하기 위한 시간관리 계획을 수립할 수 있도록 하며, 취업 및 진로계획을 구체화 하도록 한다."
